source,target,weight,association,target_organism,target_gene,source_organism,source_gene
Ga0081607_11219,Ga0081607_115212,0.01928,positive,Ga0081607,115212,Ga0081607,11219
Ga0081607_11219,Ga0081607_116221,0.01995,positive,Ga0081607,116221,Ga0081607,11219
Ga0081607_11219,Ga0081607_107914,0.02173,positive,Ga0081607,107914,Ga0081607,11219
Ga0081607_11219,Ga0081607_115213,0.02291,positive,Ga0081607,115213,Ga0081607,11219
Ga0081607_108214,Ga0081607_11235,0.01928,positive,Ga0081607,11235,Ga0081607,108214
Ga0081607_108214,Ga0081607_10433,0.01973,positive,Ga0081607,10433,Ga0081607,108214
Ga0081607_108214,Ga0081607_12364,0.02106,positive,Ga0081607,12364,Ga0081607,108214
Ga0081607_108214,Ga0081629_10591,-0.02555,negative,Ga0081629,10591,Ga0081607,108214
Ga0081607_115213,Ga0081607_113519,0.01923,positive,Ga0081607,113519,Ga0081607,115213
Ga0081607_115213,Ga0081607_12485,0.01935,positive,Ga0081607,12485,Ga0081607,115213
Ga0081607_115213,Ga0081607_11288,0.01982,positive,Ga0081607,11288,Ga0081607,115213
Ga0081607_115213,Ga0081607_118613,0.02029,positive,Ga0081607,118613,Ga0081607,115213
Ga0081607_115213,Ga0081607_12308,0.0218,positive,Ga0081607,12308,Ga0081607,115213
Ga0081607_115213,Ga0081607_11219,0.02291,positive,Ga0081607,11219,Ga0081607,115213
Ga0081607_115213,Ga0081607_115211,0.02336,positive,Ga0081607,115211,Ga0081607,115213
Ga0081607_115213,Ga0081607_115212,0.02512,positive,Ga0081607,115212,Ga0081607,115213
Ga0081607_115213,Ga0081607_11521,0.02635,positive,Ga0081607,11521,Ga0081607,115213
Ga0081607_115213,Ga0081607_116221,0.02667,positive,Ga0081607,116221,Ga0081607,115213
Ga0081607_115213,Ga0081607_104311,0.0282,positive,Ga0081607,104311,Ga0081607,115213
Ga0081629_12073,Ga0081607_11876,-0.01917,negative,Ga0081607,11876,Ga0081629,12073
Ga0081629_12073,Ga0081629_11162,0.01979,positive,Ga0081629,11162,Ga0081629,12073
Ga0081629_12073,Ga0081607_111619,0.02039,positive,Ga0081607,111619,Ga0081629,12073
Ga0081629_12073,Ga0081629_10478,0.02252,positive,Ga0081629,10478,Ga0081629,12073
Ga0081629_12073,Ga0081629_10632,0.02733,positive,Ga0081629,10632,Ga0081629,12073
Ga0081629_12073,Ga0081607_108422,-0.02811,negative,Ga0081607,108422,Ga0081629,12073
Ga0081629_12073,Ga0081629_116111,0.02811,positive,Ga0081629,116111,Ga0081629,12073
Ga0081629_12073,Ga0081629_11451,0.03172,positive,Ga0081629,11451,Ga0081629,12073
Ga0081629_12073,Ga0081629_10266,0.03223,positive,Ga0081629,10266,Ga0081629,12073
Ga0081629_12073,Ga0081629_11844,0.04107,positive,Ga0081629,11844,Ga0081629,12073
Ga0081629_12073,Ga0081629_10591,0.04116,positive,Ga0081629,10591,Ga0081629,12073
Ga0081629_12073,Ga0081629_12085,0.05048,positive,Ga0081629,12085,Ga0081629,12073
Ga0081629_12073,Ga0081629_11135,0.05055,positive,Ga0081629,11135,Ga0081629,12073
Ga0081607_117646,Ga0081607_110425,0.01901,positive,Ga0081607,110425,Ga0081607,117646
Ga0081607_117646,Ga0081607_11521,0.0221,positive,Ga0081607,11521,Ga0081607,117646
Ga0081607_117646,Ga0081607_122018,0.02504,positive,Ga0081607,122018,Ga0081607,117646
Ga0081607_114212,Ga0081607_11868,0.01927,positive,Ga0081607,11868,Ga0081607,114212
Ga0081607_114212,Ga0081607_111616,0.01953,positive,Ga0081607,111616,Ga0081607,114212
Ga0081607_114212,Ga0081607_118610,0.02175,positive,Ga0081607,118610,Ga0081607,114212
Ga0081607_114212,Ga0081607_12369,0.02243,positive,Ga0081607,12369,Ga0081607,114212
Ga0081607_109111,Ga0081607_109110,0.01932,positive,Ga0081607,109110,Ga0081607,109111
Ga0081607_109111,Ga0081607_115212,0.01954,positive,Ga0081607,115212,Ga0081607,109111
Ga0081607_109111,Ga0081607_108458,0.01961,positive,Ga0081607,108458,Ga0081607,109111
Ga0081607_109111,Ga0081607_110272,0.02016,positive,Ga0081607,110272,Ga0081607,109111
Ga0081607_109111,Ga0081607_107610,0.02226,positive,Ga0081607,107610,Ga0081607,109111
Ga0081607_109111,Ga0081607_121224,0.02627,positive,Ga0081607,121224,Ga0081607,109111
Ga0081607_12485,Ga0081607_116221,0.01913,positive,Ga0081607,116221,Ga0081607,12485
Ga0081607_12485,Ga0081607_12192,0.01914,positive,Ga0081607,12192,Ga0081607,12485
Ga0081607_12485,Ga0081607_111616,0.01933,positive,Ga0081607,111616,Ga0081607,12485
Ga0081607_12485,Ga0081607_115213,0.01935,positive,Ga0081607,115213,Ga0081607,12485
Ga0081607_12485,Ga0081607_11521,0.01967,positive,Ga0081607,11521,Ga0081607,12485
Ga0081607_101323,Ga0081607_110425,0.02025,positive,Ga0081607,110425,Ga0081607,101323
Ga0081607_101323,Ga0081607_117613,0.0208,positive,Ga0081607,117613,Ga0081607,101323
Ga0081607_101323,Ga0081607_104311,0.02102,positive,Ga0081607,104311,Ga0081607,101323
Ga0081607_101323,Ga0081607_11358,0.02238,positive,Ga0081607,11358,Ga0081607,101323
Ga0081607_101323,Ga0081607_12205,0.02318,positive,Ga0081607,12205,Ga0081607,101323
Ga0081607_101323,Ga0081607_11006,0.03654,positive,Ga0081607,11006,Ga0081607,101323
Ga0081629_12085,Ga0081607_11303,-0.019,negative,Ga0081607,11303,Ga0081629,12085
Ga0081629_12085,Ga0081607_110243,0.02335,positive,Ga0081607,110243,Ga0081629,12085
Ga0081629_12085,Ga0081607_11368,0.02376,positive,Ga0081607,11368,Ga0081629,12085
Ga0081629_12085,Ga0081629_10401,0.02379,positive,Ga0081629,10401,Ga0081629,12085
Ga0081629_12085,Ga0081607_125535,0.02502,positive,Ga0081607,125535,Ga0081629,12085
Ga0081629_12085,Ga0081607_10651,0.02676,positive,Ga0081607,10651,Ga0081629,12085
Ga0081629_12085,Ga0081629_122127,0.02774,positive,Ga0081629,122127,Ga0081629,12085
Ga0081629_12085,Ga0081607_10701,0.03067,positive,Ga0081607,10701,Ga0081629,12085
Ga0081629_12085,Ga0081629_10591,0.03618,positive,Ga0081629,10591,Ga0081629,12085
Ga0081629_12085,Ga0081629_114116,0.0406,positive,Ga0081629,114116,Ga0081629,12085
Ga0081629_12085,Ga0081607_108422,-0.04138,negative,Ga0081607,108422,Ga0081629,12085
Ga0081629_12085,Ga0081629_11844,0.04147,positive,Ga0081629,11844,Ga0081629,12085
Ga0081629_12085,Ga0081629_12073,0.05048,positive,Ga0081629,12073,Ga0081629,12085
Ga0081629_12085,Ga0081629_10266,0.06302,positive,Ga0081629,10266,Ga0081629,12085
Ga0081629_12085,Ga0081629_11135,0.0667,positive,Ga0081629,11135,Ga0081629,12085
Ga0081607_11868,Ga0081607_114212,0.01927,positive,Ga0081607,114212,Ga0081607,11868
Ga0081607_11868,Ga0081607_11521,0.02151,positive,Ga0081607,11521,Ga0081607,11868
Ga0081607_11868,Ga0081607_11288,0.02151,positive,Ga0081607,11288,Ga0081607,11868
Ga0081607_11868,Ga0081607_104311,0.02182,positive,Ga0081607,104311,Ga0081607,11868
Ga0081607_11868,Ga0081607_123013,0.02433,positive,Ga0081607,123013,Ga0081607,11868
Ga0081607_11868,Ga0081607_123012,0.02693,positive,Ga0081607,123012,Ga0081607,11868
Ga0081607_11868,Ga0081607_118610,0.0304,positive,Ga0081607,118610,Ga0081607,11868
Ga0081607_11868,Ga0081607_11869,0.0491,positive,Ga0081607,11869,Ga0081607,11868
Ga0081607_116318,Ga0081607_10311,0.01936,positive,Ga0081607,10311,Ga0081607,116318
Ga0081607_116318,Ga0081607_10822,0.01948,positive,Ga0081607,10822,Ga0081607,116318
Ga0081607_116318,Ga0081607_109629,0.0213,positive,Ga0081607,109629,Ga0081607,116318
Ga0081607_116318,Ga0081607_116932,0.02182,positive,Ga0081607,116932,Ga0081607,116318
Ga0081607_116318,Ga0081607_112315,0.02195,positive,Ga0081607,112315,Ga0081607,116318
Ga0081607_116318,Ga0081607_110243,0.02204,positive,Ga0081607,110243,Ga0081607,116318
Ga0081607_116318,Ga0081607_123012,0.0244,positive,Ga0081607,123012,Ga0081607,116318
Ga0081607_116318,Ga0081607_116319,0.0272,positive,Ga0081607,116319,Ga0081607,116318
Ga0081629_11365,Ga0081629_11135,0.02,positive,Ga0081629,11135,Ga0081629,11365
Ga0081629_11365,Ga0081629_10591,0.02002,positive,Ga0081629,10591,Ga0081629,11365
Ga0081629_11365,Ga0081607_11332,-0.02021,negative,Ga0081607,11332,Ga0081629,11365
Ga0081629_11365,Ga0081629_10915,0.02041,positive,Ga0081629,10915,Ga0081629,11365
Ga0081629_11365,Ga0081607_113410,0.02053,positive,Ga0081607,113410,Ga0081629,11365
Ga0081629_11365,Ga0081607_10311,0.02126,positive,Ga0081607,10311,Ga0081629,11365
Ga0081629_11365,Ga0081629_114116,0.02248,positive,Ga0081629,114116,Ga0081629,11365
Ga0081629_11365,Ga0081607_10701,0.02348,positive,Ga0081607,10701,Ga0081629,11365
Ga0081629_11365,Ga0081629_116111,0.02351,positive,Ga0081629,116111,Ga0081629,11365
Ga0081629_11365,Ga0081629_11162,0.02382,positive,Ga0081629,11162,Ga0081629,11365
Ga0081629_11365,Ga0081629_12128,0.02914,positive,Ga0081629,12128,Ga0081629,11365
Ga0081629_11365,Ga0081629_10478,0.03052,positive,Ga0081629,10478,Ga0081629,11365
Ga0081629_11365,Ga0081629_10206,0.03272,positive,Ga0081629,10206,Ga0081629,11365
Ga0081629_11365,Ga0081629_10373,0.03416,positive,Ga0081629,10373,Ga0081629,11365
Ga0081629_11365,Ga0081629_12205,0.03712,positive,Ga0081629,12205,Ga0081629,11365
Ga0081629_11365,Ga0081629_105315,0.0401,positive,Ga0081629,105315,Ga0081629,11365
Ga0081629_11365,Ga0081629_109314,0.04297,positive,Ga0081629,109314,Ga0081629,11365
Ga0081629_11365,Ga0081629_10266,0.04537,positive,Ga0081629,10266,Ga0081629,11365
Ga0081629_11365,Ga0081629_11362,0.05298,positive,Ga0081629,11362,Ga0081629,11365
Ga0081607_121224,Ga0081607_110272,0.01961,positive,Ga0081607,110272,Ga0081607,121224
Ga0081607_121224,Ga0081607_107610,0.02027,positive,Ga0081607,107610,Ga0081607,121224
Ga0081607_121224,Ga0081607_12364,-0.02051,negative,Ga0081607,12364,Ga0081607,121224
Ga0081607_121224,Ga0081607_111616,0.02082,positive,Ga0081607,111616,Ga0081607,121224
Ga0081607_121224,Ga0081607_114311,0.02302,positive,Ga0081607,114311,Ga0081607,121224
Ga0081607_121224,Ga0081607_117653,0.02446,positive,Ga0081607,117653,Ga0081607,121224
Ga0081607_121224,Ga0081607_109111,0.02627,positive,Ga0081607,109111,Ga0081607,121224
Ga0081607_121224,Ga0081607_111615,0.02782,positive,Ga0081607,111615,Ga0081607,121224
Ga0081607_121224,Ga0081607_111619,0.03267,positive,Ga0081607,111619,Ga0081607,121224
Ga0081607_121224,Ga0081607_111620,0.0356,positive,Ga0081607,111620,Ga0081607,121224
Ga0081607_121224,Ga0081607_121225,0.04182,positive,Ga0081607,121225,Ga0081607,121224
Ga0081607_111616,Ga0081607_108455,0.01919,positive,Ga0081607,108455,Ga0081607,111616
Ga0081607_111616,Ga0081607_108022,0.01928,positive,Ga0081607,108022,Ga0081607,111616
Ga0081607_111616,Ga0081607_12485,0.01933,positive,Ga0081607,12485,Ga0081607,111616
Ga0081607_111616,Ga0081607_114212,0.01953,positive,Ga0081607,114212,Ga0081607,111616
Ga0081607_111616,Ga0081607_121224,0.02082,positive,Ga0081607,121224,Ga0081607,111616
Ga0081607_111616,Ga0081607_107940,0.0211,positive,Ga0081607,107940,Ga0081607,111616
Ga0081607_111616,Ga0081607_109629,0.02122,positive,Ga0081607,109629,Ga0081607,111616
Ga0081607_111616,Ga0081607_12192,0.02901,positive,Ga0081607,12192,Ga0081607,111616
Ga0081607_111616,Ga0081607_121225,0.03172,positive,Ga0081607,121225,Ga0081607,111616
Ga0081607_111616,Ga0081607_111619,0.0331,positive,Ga0081607,111619,Ga0081607,111616
Ga0081607_111616,Ga0081607_111620,0.03601,positive,Ga0081607,111620,Ga0081607,111616
Ga0081607_111616,Ga0081607_111615,0.03649,positive,Ga0081607,111615,Ga0081607,111616
Ga0081607_11095,Ga0081607_108453,0.01993,positive,Ga0081607,108453,Ga0081607,11095
Ga0081607_11095,Ga0081607_12369,0.02139,positive,Ga0081607,12369,Ga0081607,11095
Ga0081629_116111,Ga0081607_10311,0.01949,positive,Ga0081607,10311,Ga0081629,116111
Ga0081629_116111,Ga0081629_11362,0.02015,positive,Ga0081629,11362,Ga0081629,116111
Ga0081629_116111,Ga0081629_11451,0.02198,positive,Ga0081629,11451,Ga0081629,116111
Ga0081629_116111,Ga0081629_105315,0.02279,positive,Ga0081629,105315,Ga0081629,116111
Ga0081629_116111,Ga0081629_10373,0.02287,positive,Ga0081629,10373,Ga0081629,116111
Ga0081629_116111,Ga0081629_12128,0.02297,positive,Ga0081629,12128,Ga0081629,116111
Ga0081629_116111,Ga0081629_11365,0.02351,positive,Ga0081629,11365,Ga0081629,116111
Ga0081629_116111,Ga0081607_117613,0.02362,positive,Ga0081607,117613,Ga0081629,116111
Ga0081629_116111,Ga0081629_12205,0.02645,positive,Ga0081629,12205,Ga0081629,116111
Ga0081629_116111,Ga0081629_12073,0.02811,positive,Ga0081629,12073,Ga0081629,116111
Ga0081629_116111,Ga0081629_10401,0.02843,positive,Ga0081629,10401,Ga0081629,116111
Ga0081629_116111,Ga0081629_11135,0.02854,positive,Ga0081629,11135,Ga0081629,116111
Ga0081629_116111,Ga0081629_10632,0.02992,positive,Ga0081629,10632,Ga0081629,116111
Ga0081629_116111,Ga0081629_10591,0.03056,positive,Ga0081629,10591,Ga0081629,116111
Ga0081629_116111,Ga0081629_10478,0.03488,positive,Ga0081629,10478,Ga0081629,116111
Ga0081629_116111,Ga0081629_11844,0.03594,positive,Ga0081629,11844,Ga0081629,116111
Ga0081607_116221,Ga0081607_12485,0.01913,positive,Ga0081607,12485,Ga0081607,116221
Ga0081607_116221,Ga0081607_11332,0.01943,positive,Ga0081607,11332,Ga0081607,116221
Ga0081607_116221,Ga0081607_1082113,0.01962,positive,Ga0081607,1082113,Ga0081607,116221
Ga0081607_116221,Ga0081607_11219,0.01995,positive,Ga0081607,11219,Ga0081607,116221
Ga0081607_116221,Ga0081607_12308,0.02046,positive,Ga0081607,12308,Ga0081607,116221
Ga0081607_116221,Ga0081607_115210,0.02082,positive,Ga0081607,115210,Ga0081607,116221
Ga0081607_116221,Ga0081607_11521,0.02265,positive,Ga0081607,11521,Ga0081607,116221
Ga0081607_116221,Ga0081607_115213,0.02667,positive,Ga0081607,115213,Ga0081607,116221
Ga0081607_116221,Ga0081607_104311,0.02814,positive,Ga0081607,104311,Ga0081607,116221
Ga0081607_10915,Ga0081607_10651,0.02145,positive,Ga0081607,10651,Ga0081607,10915
Ga0081607_121225,Ga0081607_121223,0.0194,positive,Ga0081607,121223,Ga0081607,121225
Ga0081607_121225,Ga0081607_123013,0.01956,positive,Ga0081607,123013,Ga0081607,121225
Ga0081607_121225,Ga0081607_117723,0.01984,positive,Ga0081607,117723,Ga0081607,121225
Ga0081607_121225,Ga0081607_10651,0.0199,positive,Ga0081607,10651,Ga0081607,121225
Ga0081607_121225,Ga0081607_123012,0.02007,positive,Ga0081607,123012,Ga0081607,121225
Ga0081607_121225,Ga0081607_10881,0.02045,positive,Ga0081607,10881,Ga0081607,121225
Ga0081607_121225,Ga0081607_116319,0.02279,positive,Ga0081607,116319,Ga0081607,121225
Ga0081607_121225,Ga0081607_111616,0.03172,positive,Ga0081607,111616,Ga0081607,121225
Ga0081607_121225,Ga0081607_111620,0.03723,positive,Ga0081607,111620,Ga0081607,121225
Ga0081607_121225,Ga0081607_121224,0.04182,positive,Ga0081607,121224,Ga0081607,121225
Ga0081607_121225,Ga0081607_111615,0.04871,positive,Ga0081607,111615,Ga0081607,121225
Ga0081607_121225,Ga0081607_111619,0.0508,positive,Ga0081607,111619,Ga0081607,121225
Ga0081607_110425,Ga0081607_117646,0.01901,positive,Ga0081607,117646,Ga0081607,110425
Ga0081607_110425,Ga0081607_11521,0.02005,positive,Ga0081607,11521,Ga0081607,110425
Ga0081607_110425,Ga0081607_101323,0.02025,positive,Ga0081607,101323,Ga0081607,110425
Ga0081607_110425,Ga0081607_11006,0.0211,positive,Ga0081607,11006,Ga0081607,110425
Ga0081607_12049,Ga0081607_123317,0.01968,positive,Ga0081607,123317,Ga0081607,12049
Ga0081607_12049,Ga0081607_122010,0.01981,positive,Ga0081607,122010,Ga0081607,12049
Ga0081607_12049,Ga0081607_10651,0.01985,positive,Ga0081607,10651,Ga0081607,12049
Ga0081607_12049,Ga0081607_11288,0.02087,positive,Ga0081607,11288,Ga0081607,12049
Ga0081607_12049,Ga0081607_109532,0.02112,positive,Ga0081607,109532,Ga0081607,12049
Ga0081607_12049,Ga0081607_11304,0.02194,positive,Ga0081607,11304,Ga0081607,12049
Ga0081607_12049,Ga0081607_108470,0.025,positive,Ga0081607,108470,Ga0081607,12049
Ga0081607_107914,Ga0081607_111619,0.01916,positive,Ga0081607,111619,Ga0081607,107914
Ga0081607_107914,Ga0081607_123013,0.01936,positive,Ga0081607,123013,Ga0081607,107914
Ga0081607_107914,Ga0081607_115212,0.0206,positive,Ga0081607,115212,Ga0081607,107914
Ga0081607_107914,Ga0081607_12208,0.02067,positive,Ga0081607,12208,Ga0081607,107914
Ga0081607_107914,Ga0081607_111211,0.02168,positive,Ga0081607,111211,Ga0081607,107914
Ga0081607_107914,Ga0081607_111615,0.0217,positive,Ga0081607,111615,Ga0081607,107914
Ga0081607_107914,Ga0081607_11219,0.02173,positive,Ga0081607,11219,Ga0081607,107914
Ga0081607_107914,Ga0081607_11332,0.02271,positive,Ga0081607,11332,Ga0081607,107914
Ga0081607_107914,Ga0081607_10958,0.02281,positive,Ga0081607,10958,Ga0081607,107914
Ga0081607_107914,Ga0081607_107612,0.02541,positive,Ga0081607,107612,Ga0081607,107914
Ga0081607_107914,Ga0081607_108470,0.02586,positive,Ga0081607,108470,Ga0081607,107914
Ga0081607_107914,Ga0081607_12308,0.03155,positive,Ga0081607,12308,Ga0081607,107914
Ga0081607_107914,Ga0081607_12606,0.03433,positive,Ga0081607,12606,Ga0081607,107914
Ga0081607_115211,Ga0081607_11521,0.0204,positive,Ga0081607,11521,Ga0081607,115211
Ga0081607_115211,Ga0081607_115212,0.02136,positive,Ga0081607,115212,Ga0081607,115211
Ga0081607_115211,Ga0081607_115213,0.02336,positive,Ga0081607,115213,Ga0081607,115211
Ga0081607_118613,Ga0081607_113818,0.0193,positive,Ga0081607,113818,Ga0081607,118613
Ga0081607_118613,Ga0081607_115213,0.02029,positive,Ga0081607,115213,Ga0081607,118613
Ga0081607_118613,Ga0081607_111115,0.0221,positive,Ga0081607,111115,Ga0081607,118613
Ga0081607_118613,Ga0081607_108422,0.02368,positive,Ga0081607,108422,Ga0081607,118613
Ga0081607_118613,Ga0081607_116325,0.02475,positive,Ga0081607,116325,Ga0081607,118613
Ga0081607_118613,Ga0081607_112840,0.02515,positive,Ga0081607,112840,Ga0081607,118613
Ga0081629_11135,Ga0081629_11365,0.02,positive,Ga0081629,11365,Ga0081629,11135
Ga0081629_11135,Ga0081607_122010,-0.02066,negative,Ga0081607,122010,Ga0081629,11135
Ga0081629_11135,Ga0081607_123112,-0.02173,negative,Ga0081607,123112,Ga0081629,11135
Ga0081629_11135,Ga0081607_115210,-0.02272,negative,Ga0081607,115210,Ga0081629,11135
Ga0081629_11135,Ga0081607_104311,0.02358,positive,Ga0081607,104311,Ga0081629,11135
Ga0081629_11135,Ga0081607_11349,-0.02389,negative,Ga0081607,11349,Ga0081629,11135
Ga0081629_11135,Ga0081629_10915,0.02409,positive,Ga0081629,10915,Ga0081629,11135
Ga0081629_11135,Ga0081607_10701,0.02414,positive,Ga0081607,10701,Ga0081629,11135
Ga0081629_11135,Ga0081607_11368,0.02481,positive,Ga0081607,11368,Ga0081629,11135
Ga0081629_11135,Ga0081607_125326,0.02544,positive,Ga0081607,125326,Ga0081629,11135
Ga0081629_11135,Ga0081629_116111,0.02854,positive,Ga0081629,116111,Ga0081629,11135
Ga0081629_11135,Ga0081629_10401,0.03025,positive,Ga0081629,10401,Ga0081629,11135
Ga0081629_11135,Ga0081607_113410,-0.03216,negative,Ga0081607,113410,Ga0081629,11135
Ga0081629_11135,Ga0081629_11451,0.03896,positive,Ga0081629,11451,Ga0081629,11135
Ga0081629_11135,Ga0081629_10632,0.0431,positive,Ga0081629,10632,Ga0081629,11135
Ga0081629_11135,Ga0081629_10591,0.04638,positive,Ga0081629,10591,Ga0081629,11135
Ga0081629_11135,Ga0081629_11844,0.04975,positive,Ga0081629,11844,Ga0081629,11135
Ga0081629_11135,Ga0081629_12073,0.05055,positive,Ga0081629,12073,Ga0081629,11135
Ga0081629_11135,Ga0081629_12085,0.0667,positive,Ga0081629,12085,Ga0081629,11135
Ga0081629_11135,Ga0081629_10266,0.07207,positive,Ga0081629,10266,Ga0081629,11135
Ga0081607_11331,Ga0081607_11235,-0.01927,negative,Ga0081607,11235,Ga0081607,11331
Ga0081607_11331,Ga0081607_10822,0.01979,positive,Ga0081607,10822,Ga0081607,11331
Ga0081607_11331,Ga0081607_12209,0.02062,positive,Ga0081607,12209,Ga0081607,11331
Ga0081607_11331,Ga0081607_108813,-0.02312,negative,Ga0081607,108813,Ga0081607,11331
Ga0081607_11331,Ga0081607_12208,0.02364,positive,Ga0081607,12208,Ga0081607,11331
Ga0081607_11331,Ga0081607_122011,0.02497,positive,Ga0081607,122011,Ga0081607,11331
Ga0081607_11331,Ga0081607_122010,0.02562,positive,Ga0081607,122010,Ga0081607,11331
Ga0081607_11331,Ga0081607_122013,0.0257,positive,Ga0081607,122013,Ga0081607,11331
Ga0081607_11331,Ga0081607_120713,0.02577,positive,Ga0081607,120713,Ga0081607,11331
Ga0081607_11331,Ga0081607_122015,0.02628,positive,Ga0081607,122015,Ga0081607,11331
Ga0081607_11331,Ga0081607_122012,0.02897,positive,Ga0081607,122012,Ga0081607,11331
Ga0081607_11331,Ga0081607_122016,0.03064,positive,Ga0081607,122016,Ga0081607,11331
Ga0081607_11331,Ga0081607_116826,0.03313,positive,Ga0081607,116826,Ga0081607,11331
Ga0081607_11331,Ga0081607_113613,0.03355,positive,Ga0081607,113613,Ga0081607,11331
Ga0081607_11331,Ga0081607_11332,0.04095,positive,Ga0081607,11332,Ga0081607,11331
Ga0081607_11331,Ga0081607_113621,0.04172,positive,Ga0081607,113621,Ga0081607,11331
Ga0081607_10433,Ga0081607_108269,0.01936,positive,Ga0081607,108269,Ga0081607,10433
Ga0081607_10433,Ga0081607_108214,0.01973,positive,Ga0081607,108214,Ga0081607,10433
Ga0081607_10433,Ga0081607_10434,0.02015,positive,Ga0081607,10434,Ga0081607,10433
Ga0081607_10434,Ga0081607_108213,0.01947,positive,Ga0081607,108213,Ga0081607,10434
Ga0081607_10434,Ga0081607_10433,0.02015,positive,Ga0081607,10433,Ga0081607,10434
Ga0081629_10401,Ga0081607_11332,-0.02013,negative,Ga0081607,11332,Ga0081629,10401
Ga0081629_10401,Ga0081607_113613,-0.02056,negative,Ga0081607,113613,Ga0081629,10401
Ga0081629_10401,Ga0081629_109314,0.02057,positive,Ga0081629,109314,Ga0081629,10401
Ga0081629_10401,Ga0081629_12085,0.02379,positive,Ga0081629,12085,Ga0081629,10401
Ga0081629_10401,Ga0081629_10373,0.02428,positive,Ga0081629,10373,Ga0081629,10401
Ga0081629_10401,Ga0081629_10266,0.02464,positive,Ga0081629,10266,Ga0081629,10401
Ga0081629_10401,Ga0081629_11844,0.02506,positive,Ga0081629,11844,Ga0081629,10401
Ga0081629_10401,Ga0081629_105315,0.02572,positive,Ga0081629,105315,Ga0081629,10401
Ga0081629_10401,Ga0081629_118411,-0.02752,negative,Ga0081629,118411,Ga0081629,10401
Ga0081629_10401,Ga0081629_11162,0.02835,positive,Ga0081629,11162,Ga0081629,10401
Ga0081629_10401,Ga0081629_116111,0.02843,positive,Ga0081629,116111,Ga0081629,10401
Ga0081629_10401,Ga0081629_11135,0.03025,positive,Ga0081629,11135,Ga0081629,10401
Ga0081629_10401,Ga0081629_114116,0.03029,positive,Ga0081629,114116,Ga0081629,10401
Ga0081629_10401,Ga0081629_10206,0.03149,positive,Ga0081629,10206,Ga0081629,10401
Ga0081629_10401,Ga0081629_122127,-0.03155,negative,Ga0081629,122127,Ga0081629,10401
Ga0081629_10401,Ga0081629_11362,0.03516,positive,Ga0081629,11362,Ga0081629,10401
Ga0081629_10401,Ga0081629_12128,0.03542,positive,Ga0081629,12128,Ga0081629,10401
Ga0081629_10401,Ga0081629_11451,0.03586,positive,Ga0081629,11451,Ga0081629,10401
Ga0081629_10401,Ga0081629_10632,0.03935,positive,Ga0081629,10632,Ga0081629,10401
Ga0081629_10401,Ga0081629_10915,0.04719,positive,Ga0081629,10915,Ga0081629,10401
Ga0081607_115212,Ga0081607_11219,0.01928,positive,Ga0081607,11219,Ga0081607,115212
Ga0081607_115212,Ga0081607_116325,0.01938,positive,Ga0081607,116325,Ga0081607,115212
Ga0081607_115212,Ga0081607_12208,0.01951,positive,Ga0081607,12208,Ga0081607,115212
Ga0081607_115212,Ga0081607_109111,0.01954,positive,Ga0081607,109111,Ga0081607,115212
Ga0081607_115212,Ga0081607_107610,0.01969,positive,Ga0081607,107610,Ga0081607,115212
Ga0081607_115212,Ga0081607_107914,0.0206,positive,Ga0081607,107914,Ga0081607,115212
Ga0081607_115212,Ga0081607_115211,0.02136,positive,Ga0081607,115211,Ga0081607,115212
Ga0081607_115212,Ga0081607_1082113,0.02382,positive,Ga0081607,1082113,Ga0081607,115212
Ga0081607_115212,Ga0081607_115213,0.02512,positive,Ga0081607,115213,Ga0081607,115212
Ga0081607_115212,Ga0081607_11303,0.02544,positive,Ga0081607,11303,Ga0081607,115212
Ga0081607_115212,Ga0081607_12308,0.02773,positive,Ga0081607,12308,Ga0081607,115212
Ga0081607_10431,Ga0081607_108266,0.02007,positive,Ga0081607,108266,Ga0081607,10431
Ga0081607_118610,Ga0081607_11022,0.01924,positive,Ga0081607,11022,Ga0081607,118610
Ga0081607_118610,Ga0081607_108217,0.01985,positive,Ga0081607,108217,Ga0081607,118610
Ga0081607_118610,Ga0081607_123012,0.02117,positive,Ga0081607,123012,Ga0081607,118610
Ga0081607_118610,Ga0081607_114212,0.02175,positive,Ga0081607,114212,Ga0081607,118610
Ga0081607_118610,Ga0081607_10909,0.02298,positive,Ga0081607,10909,Ga0081607,118610
Ga0081607_118610,Ga0081607_11868,0.0304,positive,Ga0081607,11868,Ga0081607,118610
Ga0081607_118610,Ga0081607_11869,0.03327,positive,Ga0081607,11869,Ga0081607,118610
Ga0081607_118610,Ga0081607_117613,0.03588,positive,Ga0081607,117613,Ga0081607,118610
Ga0081607_108268,Ga0081607_11135,0.01937,positive,Ga0081607,11135,Ga0081607,108268
Ga0081607_116325,Ga0081607_115212,0.01938,positive,Ga0081607,115212,Ga0081607,116325
Ga0081607_116325,Ga0081607_116937,0.01983,positive,Ga0081607,116937,Ga0081607,116325
Ga0081607_116325,Ga0081607_11876,0.02037,positive,Ga0081607,11876,Ga0081607,116325
Ga0081607_116325,Ga0081607_11566,0.02038,positive,Ga0081607,11566,Ga0081607,116325
Ga0081607_116325,Ga0081607_123013,0.02199,positive,Ga0081607,123013,Ga0081607,116325
Ga0081607_116325,Ga0081607_116324,0.02307,positive,Ga0081607,116324,Ga0081607,116325
